"RowID","OrderID","OrderDate","ShipDate","Year","Month","YearMonth","Region","Province","CustomerSegment","Category","SubCategory","ProductName","Sales","Profit","Quantity","Discount","UnitPrice","ShippingCost","ProfitMargin"
"3446","24580","2012-06-23","2012-06-24","2012","6","2012-06","West","British Columbia","Corporate","Office Supplies","Pens & Art Supplies","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","1081.22","130.8","25","0.08","43.98","8.99","0.121"
"3447","24580","2012-06-23","2012-06-25","2012","6","2012-06","West","British Columbia","Corporate","Furniture","Office Furnishings","Eldon Pizzaz� Desk Accessories","36.41","-31.45","14","0.01","2.23","4.57","-0.8638"
"3488","24833","2010-07-16","2010-07-18","2010","7","2010-07","West","British Columbia","Small Business","Furniture","Tables","Bevis 36 x 72 Conference Tables","5205.83","-818.77","45","0.08","124.49","51.94","-0.1573"
"3498","24933","2009-07-26","2009-07-28","2009","7","2009-07","West","British Columbia","Consumer","Furniture","Bookcases","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","3416.38","-1142.2","32","0.01","100.98","57.38","-0.3343"
"3499","24933","2009-07-26","2009-07-28","2009","7","2009-07","West","British Columbia","Consumer","Office Supplies","Paper","Staples Wirebound Steno Books, 6"" x 9"", 12/Pack","142.81","39.64","14","0.01","10.14","2.27","0.2776"
"3514","25031","2009-08-23","2009-08-25","2009","8","2009-08","West","British Columbia","Consumer","Furniture","Tables","Hon 2111 Invitation� Series Corner Table","4636.62","-318.45","24","0.1","209.37","69","-0.0687"
"3515","25031","2009-08-23","2009-08-24","2009","8","2009-08","West","British Columbia","Consumer","Office Supplies","Paper","Staples Copy Paper (20Lb. and 84 Bright)","100.11","-41.7","20","0.07","4.98","4.7","-0.4165"
"3590","25633","2011-08-01","2011-08-06","2011","8","2011-08","West","British Columbia","Home Office","Furniture","Tables","Bevis Rectangular Conference Tables","5140.08","-582.43","36","0.06","145.98","51.92","-0.1133"
"3593","25635","2012-05-29","2012-05-30","2012","5","2012-05","West","British Columbia","Corporate","Office Supplies","Appliances","Belkin F9M820V08 8 Outlet Surge","633.08","145.48","14","0.04","42.98","4.62","0.2298"
"3594","25635","2012-05-29","2012-05-30","2012","5","2012-05","West","British Columbia","Corporate","Furniture","Office Furnishings","Master Caster Door Stop, Gray","110.42","-36.6","22","0.09","5.08","3.63","-0.3315"
"3618","25830","2010-05-06","2010-05-06","2010","5","2010-05","West","British Columbia","Consumer","Office Supplies","Appliances","Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac","25.34","-21.29","5","0.1","4.06","6.89","-0.8402"
"3619","25830","2010-05-06","2010-05-11","2010","5","2010-05","West","British Columbia","Consumer","Office Supplies","Binders and Binder Accessories","Recycled Premium Regency Composition Covers","178.57","-37.39","11","0.05","15.28","10.91","-0.2094"
"3684","26342","2009-10-18","2009-10-27","2009","10","2009-10","West","British Columbia","Home Office","Office Supplies","Paper","Hammermill Color Copier Paper (28Lb. and 96 Bright)","265.35","-128.69","24","0.02","9.99","11.59","-0.485"
"3685","26342","2009-10-18","2009-10-23","2009","10","2009-10","West","British Columbia","Home Office","Office Supplies","Paper","Xerox 1937","1993.94","931.7","41","0.02","48.04","5.79","0.4673"
"3686","26342","2009-10-18","2009-10-25","2009","10","2009-10","West","British Columbia","Home Office","Office Supplies","Paper","Xerox 1986","24.73","-10.77","3","0.04","6.68","4.91","-0.4355"
"3687","26368","2010-07-15","2010-07-17","2010","7","2010-07","West","British Columbia","Corporate","Technology","Telephones and Communication","Accessory12","1809.01","795.05","25","0.01","85.99","2.5","0.4395"
"3690","26372","2009-07-12","2009-07-16","2009","7","2009-07","West","British Columbia","Corporate","Technology","Computer Peripherals","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","31.96","-74.64","1","0.01","29.89","1.99","-2.3354"
"3743","26756","2012-05-10","2012-05-10","2012","5","2012-05","West","British Columbia","Home Office","Technology","Computer Peripherals","Microsoft Multimedia Keyboard","767.26","-29.56","25","0.07","30.97","4","-0.0385"
"3744","26756","2012-05-10","2012-05-12","2012","5","2012-05","West","British Columbia","Home Office","Office Supplies","Paper","Xerox 1894","253.89","-103.77","40","0.09","6.48","6.22","-0.4087"
"3745","26756","2012-05-10","2012-05-12","2012","5","2012-05","West","British Columbia","Home Office","Office Supplies","Paper","Xerox 210","127.9","-80.41","20","0.07","6.48","7.37","-0.6287"
"3757","26851","2011-07-24","2011-07-26","2011","7","2011-07","West","British Columbia","Corporate","Technology","Computer Peripherals","BASF Silver 74 Minute CD-R","73.64","-58.87","44","0.07","1.7","1.99","-0.7994"
"3787","26981","2012-08-30","2012-08-30","2012","8","2012-08","West","British Columbia","Home Office","Technology","Telephones and Communication","Accessory32","603.35","142.98","13","0.08","55.99","1.25","0.237"
"3788","26981","2012-08-30","2012-08-31","2012","8","2012-08","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Tenex Personal Self-Stacking Standard File Box, Black/Gray","770.53","30.17","44","0.04","16.91","6.25","0.0392"
"3827","27298","2011-11-19","2011-11-23","2011","11","2011-11","West","British Columbia","Small Business","Technology","Copiers and Fax","Canon PC-428 Personal Copier","7813.7","2154.33","40","0.09","199.99","24.49","0.2757"
"3828","27298","2011-11-19","2011-11-24","2011","11","2011-11","West","British Columbia","Small Business","Office Supplies","Paper","Xerox 190","164.92","-54.36","31","0.04","4.98","4.86","-0.3296"
"3834","27330","2009-09-16","2009-09-16","2009","9","2009-09","West","British Columbia","Home Office","Furniture","Office Furnishings","Eldon Cleatmat� Chair Mats for Medium Pile Carpets","507.74","-118.54","8","0.05","55.5","52.2","-0.2335"
"3835","27330","2009-09-16","2009-09-25","2009","9","2009-09","West","British Columbia","Home Office","Technology","Office Machines","Okidata ML390 Turbo Dot Matrix Printers","12600.99","2963.48","30","0.05","442.14","14.7","0.2352"
"3896","27781","2011-09-15","2011-09-17","2011","9","2011-09","West","British Columbia","Small Business","Office Supplies","Envelopes","Colored Envelopes","181.13","-11.39","47","0","3.69","2.5","-0.0629"
"3956","28225","2009-01-22","2009-01-22","2009","1","2009-01","West","British Columbia","Corporate","Furniture","Office Furnishings","Career Cubicle Clock, 8 1/4"", Black","206.04","-49.81","9","0","20.28","14.39","-0.2417"
"3975","28389","2009-11-03","2009-11-04","2009","11","2009-11","West","British Columbia","Home Office","Furniture","Office Furnishings","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","668.39","344.61","22","0.07","30.93","3.92","0.5156"
"3976","28389","2009-11-03","2009-11-04","2009","11","2009-11","West","British Columbia","Home Office","Technology","Office Machines","Panasonic KX-P3200 Dot Matrix Printer","4657.35","322.66","16","0.05","297.48","18.06","0.0693"
"3977","28389","2009-11-03","2009-11-05","2009","11","2009-11","West","British Columbia","Home Office","Furniture","Tables","Hon 94000 Series Round Tables","2097.94","-404.05","7","0.07","296.18","54.12","-0.1926"
"4054","28898","2011-05-28","2011-05-28","2011","5","2011-05","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 196","246","-207.36","44","0.1","5.78","7.96","-0.8429"
"4056","28901","2012-06-11","2012-06-12","2012","6","2012-06","West","British Columbia","Small Business","Office Supplies","Paper","Xerox 1919","871.32","315.16","23","0.1","40.99","5.86","0.3617"
"4091","29185","2010-01-20","2010-01-21","2010","1","2010-01","West","British Columbia","Corporate","Office Supplies","Appliances","Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","468.49","-6.37","8","0.03","56.96","13.22","-0.0136"
"4092","29185","2010-01-20","2010-01-22","2010","1","2010-01","West","British Columbia","Corporate","Furniture","Office Furnishings","Westinghouse Clip-On Gooseneck Lamps","446.53","-261.45","48","0.04","8.37","10.16","-0.5855"
"4093","29185","2010-01-20","2010-01-22","2010","1","2010-01","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1893","217.85","-25.31","5","0.02","40.99","17.48","-0.1162"
"4143","29408","2010-05-02","2010-05-03","2010","5","2010-05","West","British Columbia","Home Office","Technology","Office Machines","Hewlett-Packard 2600DN Business Color Inkjet Printer","4260.73","251.58","44","0.07","119.99","56.14","0.059"
"4219","29985","2012-07-11","2012-07-12","2012","7","2012-07","West","British Columbia","Corporate","Furniture","Office Furnishings","Staples Plastic Wall Frames","196.75","0.13","22","0.03","7.96","4.95","0.0007"
"4220","29986","2011-07-03","2011-07-03","2011","7","2011-07","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Vinyl Sectional Post Binders","1477.39","641.4","40","0.03","37.7","2.99","0.4341"
"4237","30147","2012-06-17","2012-06-19","2012","6","2012-06","West","British Columbia","Consumer","Furniture","Office Furnishings","12-1/2 Diameter Round Wall Clock","740.14","29.73","37","0.06","19.98","10.49","0.0402"
"4238","30149","2010-12-12","2010-12-13","2010","12","2010-12","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Round Ring Binders","16.47","-6.82","8","0.1","2.08","1.49","-0.4141"
"4239","30149","2010-12-12","2010-12-14","2010","12","2010-12","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Metal Folding Chairs, Beige, 4/Carton","173.62","-88.64","5","0.09","33.94","19.19","-0.5105"
"4240","30149","2010-12-12","2010-12-15","2010","12","2010-12","West","British Columbia","Corporate","Furniture","Office Furnishings","9-3/4 Diameter Round Wall Clock","690.97","-16.94","50","0.03","13.79","8.78","-0.0245"
"4257","30310","2012-04-26","2012-04-28","2012","4","2012-04","West","British Columbia","Consumer","Technology","Telephones and Communication","StarTAC 6500","2024.03","4.9","21","0.1","125.99","8.8","0.0024"
"4407","31426","2009-08-05","2009-08-09","2009","8","2009-08","West","British Columbia","Home Office","Technology","Telephones and Communication","i2000","4054.06","914.19","40","0.09","125.99","2.5","0.2255"
"4471","31872","2010-09-06","2010-09-10","2010","9","2010-09","West","British Columbia","Home Office","Office Supplies","Envelopes","Ames Color-File� Green Diamond Border X-ray Mailers","2833.19","1409.87","34","0.06","83.98","5.01","0.4976"
"4472","31872","2010-09-06","2010-09-10","2010","9","2010-09","West","British Columbia","Home Office","Furniture","Tables","Hon Non-Folding Utility Tables","4452.65","-265.12","30","0.09","159.31","60","-0.0595"
"4477","31874","2012-09-15","2012-09-15","2012","9","2012-09","West","British Columbia","Corporate","Office Supplies","Scissors, Rulers and Trimmers","Fiskars� Softgrip Scissors","321.95","20.76","29","0.03","10.98","3.37","0.0645"
"4478","31874","2012-09-15","2012-09-15","2012","9","2012-09","West","British Columbia","Corporate","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table","13244.04","275.93","39","0.05","348.21","84.84","0.0208"
"4485","31938","2011-07-27","2011-07-28","2011","7","2011-07","West","British Columbia","Consumer","Furniture","Chairs & Chairmats","Global Leather Task Chair, Black","1193.62","-304.47","13","0.08","89.99","42","-0.2551"
"4486","31938","2011-07-27","2011-07-29","2011","7","2011-07","West","British Columbia","Consumer","Furniture","Office Furnishings","Master Giant Foot� Doorstop, Safety Yellow","363.23","40.58","47","0.05","7.59","4","0.1117"
"4576","32582","2009-06-25","2009-06-26","2009","6","2009-06","West","British Columbia","Consumer","Furniture","Office Furnishings","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","2780.88","595.38","27","0.07","105.34","24.49","0.2141"
"4580","32611","2009-08-27","2009-08-29","2009","8","2009-08","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Economy Binders","33.76","-7.15","16","0.04","2.08","1.49","-0.2118"
"4581","32611","2009-08-27","2009-08-28","2009","8","2009-08","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","3537.39","232.78","19","0","180.98","30","0.0658"
"4582","32611","2009-08-27","2009-08-28","2009","8","2009-08","West","British Columbia","Corporate","Technology","Computer Peripherals","Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad","986.24","68.9","18","0.02","53.98","5.5","0.0699"
"4583","32611","2009-08-27","2009-08-27","2009","8","2009-08","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1989","81.66","-31.99","15","0.05","4.98","5.02","-0.3917"
"4620","32901","2011-01-10","2011-01-11","2011","1","2011-01","West","British Columbia","Corporate","Office Supplies","Labels","Avery 496","49.74","17.7","13","0","3.75","0.5","0.3559"
"4678","33284","2012-03-31","2012-04-02","2012","3","2012-03","West","British Columbia","Corporate","Furniture","Office Furnishings","Executive Impressions 14"" Contract Wall Clock with Quartz Movement","480.39","144.66","21","0.01","22.23","8.99","0.3011"
"4680","33287","2011-04-22","2011-04-25","2011","4","2011-04","West","British Columbia","Small Business","Technology","Office Machines","Epson LQ-570e Dot Matrix Printer","11904.55","3909.33","44","0","270.97","28.06","0.3284"
"4745","33732","2009-08-28","2009-08-29","2009","8","2009-08","West","British Columbia","Corporate","Furniture","Office Furnishings","Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak","332.95","-28.16","33","0.05","9.65","6.22","-0.0846"
"4843","34435","2009-08-05","2009-08-07","2009","8","2009-08","West","British Columbia","Consumer","Office Supplies","Pens & Art Supplies","Staples Battery-Operated Desktop Pencil Sharpener","447.36","40.92","42","0.01","10.48","2.89","0.0915"
"4899","34852","2012-09-05","2012-09-09","2012","9","2012-09","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Round Ring Binders","53.93","-10.95","26","0.04","2.08","1.49","-0.203"
"5001","35649","2011-10-09","2011-10-11","2011","10","2011-10","West","British Columbia","Consumer","Office Supplies","Binders and Binder Accessories","Tuff Stuff� Recycled Round Ring Binders","43.26","3.9","9","0.1","4.82","1.49","0.0902"
"5002","35649","2011-10-09","2011-10-11","2011","10","2011-10","West","British Columbia","Consumer","Office Supplies","Paper","Xerox 1994","174.03","-42.37","25","0.02","6.48","5.74","-0.2435"
"5121","36480","2010-08-22","2010-08-23","2010","8","2010-08","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Lock-Up Easel 'Spel-Binder'","1190.8","502.49","44","0.07","28.53","1.49","0.422"
"5171","36803","2012-08-04","2012-08-06","2012","8","2012-08","West","British Columbia","Corporate","Office Supplies","Labels","Avery 514","121.65","30.76","42","0.05","2.88","0.99","0.2529"
"5172","36803","2012-08-04","2012-08-06","2012","8","2012-08","West","British Columbia","Corporate","Furniture","Office Furnishings","Eldon� Wave Desk Accessories","19.02","10.73","2","0.05","2.08","5.33","0.5641"
"5173","36803","2012-08-04","2012-08-06","2012","8","2012-08","West","British Columbia","Corporate","Technology","Telephones and Communication","V8160","103.1","-316.32","2","0.09","65.99","2.5","-3.0679"
"5174","36805","2010-12-14","2010-12-16","2010","12","2010-12","West","British Columbia","Corporate","Furniture","Office Furnishings","Hand-Finished Solid Wood Document Frame","263.8","165.33","7","0","34.23","5.02","0.6267"
"5175","36805","2010-12-14","2010-12-16","2010","12","2010-12","West","British Columbia","Corporate","Technology","Telephones and Communication","g520","1546.4","226.72","28","0.07","65.99","5.26","0.1466"
"5180","36834","2009-12-24","2009-12-26","2009","12","2009-12","West","British Columbia","Corporate","Furniture","Bookcases","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","1935.1","-42.96","11","0.01","170.98","35.89","-0.0222"
"5255","37410","2010-10-12","2010-10-14","2010","10","2010-10","West","British Columbia","Corporate","Technology","Office Machines","Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer","18775.76","8504.47","45","0.03","400.97","48.26","0.4529"
"5297","37729","2009-01-15","2009-01-15","2009","1","2009-01","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Avery Printable Repositionable Plastic Tabs","447.89","-26.78","48","0","8.6","6.19","-0.0598"
"5346","37988","2011-04-05","2011-04-05","2011","4","2011-04","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","189.19","-56.71","12","0.08","16.06","8.34","-0.2998"
"5449","38690","2012-01-20","2012-01-24","2012","1","2012-01","West","British Columbia","Corporate","Technology","Office Machines","TI 36X Solar Scientific Calculator","697.5","169.89","28","0.02","23.99","6.3","0.2436"
"5457","38758","2011-09-24","2011-09-26","2011","9","2011-09","West","British Columbia","Consumer","Office Supplies","Appliances","Euro Pro Shark Stick Mini Vacuum","497.2","-219.61","7","0","60.98","49","-0.4417"
"5554","39332","2011-10-09","2011-10-10","2011","10","2011-10","West","British Columbia","Consumer","Furniture","Office Furnishings","Dana Halogen Swing-Arm Architect Lamp","198.72","-34.43","4","0.01","40.97","14.45","-0.1733"
"5608","39745","2011-05-04","2011-05-05","2011","5","2011-05","West","British Columbia","Corporate","Technology","Office Machines","Hewlett-Packard Deskjet 5550 Color Inkjet Printer","955.29","-286.2","8","0.05","115.99","56.14","-0.2996"
"5678","40134","2011-10-09","2011-10-16","2011","10","2011-10","West","British Columbia","Small Business","Office Supplies","Appliances","Belkin 6 Outlet Metallic Surge Strip","109.37","-21.66","10","0.1","10.89","4.5","-0.198"
"5679","40134","2011-10-09","2011-10-13","2011","10","2011-10","West","British Columbia","Small Business","Technology","Computer Peripherals","Memorex 4.7GB DVD-RAM, 3/Pack","1461.1","674.46","43","0.01","31.78","1.99","0.4616"
"5680","40134","2011-10-09","2011-10-14","2011","10","2011-10","West","British Columbia","Small Business","Office Supplies","Paper","Xerox 1949","9.75","-6.72","1","0","4.98","4.72","-0.6892"
"5683","40164","2010-04-10","2010-04-12","2010","4","2010-04","West","British Columbia","Corporate","Furniture","Office Furnishings","Seth Thomas 12"" Clock w/ Goldtone Case","184.07","75.63","8","0.04","22.98","7.58","0.4109"
"5723","40608","2012-08-19","2012-08-21","2012","8","2012-08","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1939","573.97","55.82","29","0.05","18.97","9.54","0.0973"
"5724","40608","2012-08-19","2012-08-20","2012","8","2012-08","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","223.79","-89.88","39","0.01","5.28","5.66","-0.4016"
"5742","40801","2012-07-01","2012-07-01","2012","7","2012-07","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1894","129.16","-56.15","20","0.07","6.48","6.22","-0.4347"
"5775","40965","2009-11-20","2009-11-21","2009","11","2009-11","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1979","843.55","168.76","29","0.08","30.98","8.74","0.2001"
"5820","41286","2012-09-16","2012-09-17","2012","9","2012-09","West","British Columbia","Home Office","Office Supplies","Paper","Xerox 1894","260.96","-96.7","40","0.09","6.48","6.22","-0.3706"
"5836","41412","2009-09-17","2009-09-19","2009","9","2009-09","West","British Columbia","Consumer","Office Supplies","Binders and Binder Accessories","3M Organizer Strips","263.81","-237.54","47","0.03","5.4","7.78","-0.9004"
"5856","41569","2010-07-21","2010-07-23","2010","7","2010-07","West","British Columbia","Corporate","Furniture","Office Furnishings","3M Hangers With Command Adhesive","60.76","5.25","16","0.03","3.7","1.61","0.0864"
"5866","41633","2010-11-09","2010-11-09","2010","11","2010-11","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Global High-Back Leather Tilter, Burgundy","3636.91","-1284.24","29","0","122.99","70.2","-0.3531"
"5910","41895","2011-01-10","2011-01-12","2011","1","2011-01","West","British Columbia","Consumer","Technology","Copiers and Fax","Canon imageCLASS 2200 Advanced Copier","27663.92","-391.92","8","0.05","3499.99","24.49","-0.0142"
"5936","42112","2010-12-24","2010-12-26","2010","12","2010-12","West","British Columbia","Corporate","Technology","Telephones and Communication","T28 WORLD","2744.36","201.03","16","0.01","195.99","8.99","0.0733"
"5942","42177","2012-05-30","2012-05-31","2012","5","2012-05","West","British Columbia","Small Business","Technology","Telephones and Communication","SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp","1201.93","47.42","49","0.03","28.99","8.59","0.0395"
"5943","42177","2012-05-30","2012-06-02","2012","5","2012-05","West","British Columbia","Small Business","Furniture","Office Furnishings","DAX Solid Wood Frames","395.84","8.42","38","0","9.77","6.02","0.0213"
"5969","42339","2009-02-12","2009-02-12","2009","2","2009-02","West","British Columbia","Consumer","Office Supplies","Paper","Xerox 1993","206.54","-178.82","31","0.02","6.48","9.68","-0.8658"
"5971","42342","2009-09-04","2009-09-05","2009","9","2009-09","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1907","318.14","49.67","25","0.01","12.28","5.09","0.1561"
"6061","42947","2010-08-26","2010-08-28","2010","8","2010-08","West","British Columbia","Home Office","Technology","Computer Peripherals","Imation DVD-RAM discs","177.05","-50.67","5","0","35.41","1.99","-0.2862"
"6080","43079","2009-07-21","2009-07-22","2009","7","2009-07","West","British Columbia","Home Office","Technology","Computer Peripherals","Fellowes 17-key keypad for PS/2 interface","1184.03","-20.79","40","0.04","30.73","4","-0.0176"
"6087","43111","2011-09-12","2011-09-13","2011","9","2011-09","West","British Columbia","Consumer","Office Supplies","Binders and Binder Accessories","GBC DocuBind P100 Manual Binding Machine","4722.83","1749.78","27","0.01","165.98","19.99","0.3705"
"6091","43140","2009-03-18","2009-03-20","2009","3","2009-03","West","British Columbia","Home Office","Office Supplies","Paper","Xerox 1974","130.16","-49.53","23","0.1","5.98","5.14","-0.3805"
"6228","44098","2010-01-27","2010-01-31","2010","1","2010-01","West","British Columbia","Corporate","Office Supplies","Scissors, Rulers and Trimmers","Serrated Blade or Curved Handle Hand Letter Openers","5.06","-2.64","1","0.01","3.14","1.92","-0.5217"
"6282","44451","2011-09-11","2011-09-13","2011","9","2011-09","Atlantic","Nova Scotia","Home Office","Furniture","Office Furnishings","Seth Thomas 12"" Clock w/ Goldtone Case","103.9","-19.26","4","0.07","22.98","7.58","-0.1854"
"6354","45059","2011-02-03","2011-02-04","2011","2","2011-02","Atlantic","Nova Scotia","Consumer","Office Supplies","Pens & Art Supplies","Panasonic KP-150 Electric Pencil Sharpener","1327.59","371.28","35","0.05","37.74","2.9","0.2797"
"6355","45059","2011-02-03","2011-02-05","2011","2","2011-02","Atlantic","Nova Scotia","Consumer","Office Supplies","Storage & Organization","Fellowes Stor/Drawer� Steel Plus� Storage Drawers","3401.8","-508.87","39","0.09","95.43","19.99","-0.1496"
"6362","45155","2011-02-15","2011-02-22","2011","2","2011-02","Atlantic","Nova Scotia","Corporate","Office Supplies","Binders and Binder Accessories","ACCOHIDE� Binder by Acco","181.61","-150.26","44","0.03","4.13","5.34","-0.8274"
"6363","45155","2011-02-15","2011-02-15","2011","2","2011-02","Atlantic","Nova Scotia","Corporate","Office Supplies","Scissors, Rulers and Trimmers","Serrated Blade or Curved Handle Hand Letter Openers","111.55","-54.25","35","0.05","3.14","1.92","-0.4863"
"6380","45317","2012-03-01","2012-03-08","2012","3","2012-03","Atlantic","Nova Scotia","Small Business","Technology","Computer Peripherals","Verbatim DVD-R 4.7GB authoring disc","1435.95","486.9","36","0.05","39.24","1.99","0.3391"
"6381","45317","2012-03-01","2012-03-08","2012","3","2012-03","Atlantic","Nova Scotia","Small Business","Furniture","Office Furnishings","Hand-Finished Solid Wood Document Frame","961.06","361.82","28","0.05","34.23","5.02","0.3765"
"6432","45731","2009-08-10","2009-08-11","2009","8","2009-08","Atlantic","Nova Scotia","Consumer","Office Supplies","Paper","Xerox 1894","146.63","-30.06","19","0.01","6.48","6.22","-0.205"
"6433","45731","2009-08-10","2009-08-12","2009","8","2009-08","Atlantic","Nova Scotia","Consumer","Technology","Telephones and Communication","Accessory20","2506.27","1160.58","35","0.03","85.99","3.3","0.4631"
"6578","46849","2010-12-13","2010-12-14","2010","12","2010-12","Atlantic","Nova Scotia","Corporate","Technology","Computer Peripherals","80 Minute Slim Jewel Case CD-R , 10/Pack - Staples","188.54","9.82","23","0.09","8.33","1.99","0.0521"
"6621","47108","2009-10-15","2009-10-16","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Furniture","Office Furnishings","3M Polarizing Light Filter Sleeves","359.68","187.15","19","0.07","18.65","3.77","0.5203"
"6622","47108","2009-10-15","2009-10-17","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Technology","Office Machines","Canon P1-DHIII Palm Printing Calculator","131.55","-43.74","7","0.06","17.98","8.51","-0.3325"
"6623","47108","2009-10-15","2009-10-18","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Office Supplies","Paper","Xerox 1896","258.11","9.95","26","0.1","9.99","4.78","0.0385"
"6624","47108","2009-10-15","2009-10-16","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Technology","Telephones and Communication","2180","1288.52","-382.57","9","0.08","175.99","8.99","-0.2969"
"6676","47520","2009-10-07","2009-10-09","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Office Supplies","Binders and Binder Accessories","GBC VeloBinder Strips","277.88","-64.41","36","0.09","7.68","6.16","-0.2318"
"6677","47520","2009-10-07","2009-10-09","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Furniture","Chairs & Chairmats","Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs","3939.89","598.24","13","0.05","291.73","48.8","0.1518"
"6678","47520","2009-10-07","2009-10-09","2009","10","2009-10","Atlantic","Nova Scotia","Consumer","Office Supplies","Paper","Xerox Blank Computer Paper","925.3","257.31","47","0.04","19.98","5.77","0.2781"
"6683","47527","2010-09-17","2010-09-18","2010","9","2010-09","Atlantic","Nova Scotia","Home Office","Furniture","Chairs & Chairmats","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","12072.9","3064.51","48","0.04","243.98","43.32","0.2538"
"6699","47713","2009-07-03","2009-07-03","2009","7","2009-07","Atlantic","Nova Scotia","Home Office","Technology","Telephones and Communication","8890","3419.15","858.58","34","0","115.99","5.92","0.2511"
"6707","47750","2010-06-15","2010-06-15","2010","6","2010-06","Atlantic","Nova Scotia","Corporate","Office Supplies","Storage & Organization","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","195.04","-149.41","1","0.08","167.27","35","-0.766"
"6797","48452","2010-10-09","2010-10-11","2010","10","2010-10","Atlantic","Nova Scotia","Corporate","Furniture","Chairs & Chairmats","Novimex Fabric Task Chair","1859.01","-588.9","32","0.09","60.98","30","-0.3168"
"6798","48452","2010-10-09","2010-10-09","2010","10","2010-10","Atlantic","Nova Scotia","Corporate","Technology","Computer Peripherals","U.S. Robotics 56K Internet Call Modem","1781.11","51.44","19","0.1","99.99","19.99","0.0289"
"6799","48452","2010-10-09","2010-10-10","2010","10","2010-10","Atlantic","Nova Scotia","Corporate","Furniture","Office Furnishings","Eldon� Image Series Desk Accessories, Burgundy","185.32","-192.56","44","0.03","4.18","6.92","-1.0391"
"6800","48452","2010-10-09","2010-10-11","2010","10","2010-10","Atlantic","Nova Scotia","Corporate","Office Supplies","Binders and Binder Accessories","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","73.41","-44.79","15","0.08","4.91","4.97","-0.6101"
"6801","48452","2010-10-09","2010-10-11","2010","10","2010-10","Atlantic","Nova Scotia","Corporate","Office Supplies","Rubber Bands","Binder Clips by OIC","43.66","5.77","28","0.04","1.48","0.7","0.1322"
"6885","49088","2009-09-23","2009-09-24","2009","9","2009-09","Atlantic","Nova Scotia","Consumer","Technology","Computer Peripherals","Imation Neon Mac Format Diskettes, 10/Pack","130.11","-47.69","16","0.03","8.12","2.83","-0.3665"
"6886","49088","2009-09-23","2009-09-24","2009","9","2009-09","Atlantic","Nova Scotia","Consumer","Office Supplies","Storage & Organization","Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","4012.58","-425.14","15","0.05","279.48","35","-0.106"
"6887","49088","2009-09-23","2009-09-25","2009","9","2009-09","Atlantic","Nova Scotia","Consumer","Office Supplies","Paper","Xerox 1893","1295.54","214.23","31","0.06","40.99","17.48","0.1654"
